neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_review,price
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,75,3.24,1,323,1,170
Brooklyn,Bushwick,Private room,4,5,0.09,4,98,1,69
Manhattan,West Village,Entire home/apt,30,0,,232,1,0,305
Manhattan,East Harlem,Entire home/apt,30,0,,2,341,0,180
Brooklyn,Bedford-Stuyvesant,Entire home/apt,7,0,,2,5,0,149
Brooklyn,Bedford-Stuyvesant,Private room,3,21,2.7,1,73,1,93
Queens,Long Island City,Entire home/apt,30,0,,2,159,0,135
Manhattan,East Village,Private room,1,0,,1,365,0,390
Queens,Jackson Heights,Private room,14,4,0.1,2,0,1,89
Brooklyn,Boerum Hill,Entire home/apt,30,3,0.07,21,312,1,130
Bronx,Concourse Village,Private room,3,0,,1,162,0,53
Brooklyn,Clinton Hill,Entire home/apt,3,3,0.07,1,0,1,89
Bronx,Claremont Village,Private room,15,8,0.23,2,24,1,38
Manhattan,Upper West Side,Entire home/apt,2,0,,1,0,0,250
Manhattan,East Village,Entire home/apt,30,0,,232,358,0,312
Brooklyn,Fort Hamilton,Entire home/apt,4,78,2.6,1,29,1,150
Brooklyn,South Slope,Entire home/apt,3,1,0.03,1,3,1,200
Brooklyn,Bushwick,Entire home/apt,2,73,2.06,3,170,1,111
Manhattan,Civic Center,Entire home/apt,2,12,0.43,2,8,1,80
Brooklyn,Bedford-Stuyvesant,Private room,1,4,1.2,2,0,1,56
Brooklyn,Bushwick,Private room,3,0,,1,0,0,90
Manhattan,Hell's Kitchen,Entire home/apt,30,5,0.16,91,363,1,175
Manhattan,Lower East Side,Entire home/apt,1,2,0.05,1,0,1,160
Manhattan,Chinatown,Entire home/apt,5,4,1.09,1,72,1,200
Brooklyn,Williamsburg,Entire home/apt,30,15,1.03,2,55,1,199
Brooklyn,Fort Greene,Entire home/apt,3,15,0.78,1,0,1,240
Brooklyn,Crown Heights,Entire home/apt,3,71,1.81,3,302,1,155
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,90,3.73,1,202,1,100
Manhattan,Washington Heights,Entire home/apt,1,3,0.07,1,0,1,74
Manhattan,Upper East Side,Private room,1,1,0.01,1,0,1,80
Manhattan,Kips Bay,Entire home/apt,3,9,0.28,1,0,1,160
Manhattan,Harlem,Entire home/apt,7,1,0.09,1,26,1,100
Manhattan,Upper East Side,Private room,1,9,0.4,2,119,1,75
Brooklyn,Greenpoint,Entire home/apt,10,2,0.04,1,0,1,115
Brooklyn,Bensonhurst,Private room,2,9,1.41,1,81,1,50
Manhattan,Hell's Kitchen,Entire home/apt,2,60,4.28,1,224,1,350
Manhattan,Theater District,Private room,5,0,,1,0,0,104
Brooklyn,East New York,Private room,2,0,,1,88,0,75
Manhattan,East Harlem,Entire home/apt,7,149,1.78,1,16,1,120
Brooklyn,Williamsburg,Private room,2,0,,5,0,0,350
Manhattan,Chinatown,Private room,3,153,2.9,1,238,1,80
Brooklyn,Bushwick,Private room,7,11,0.42,1,0,1,45
Brooklyn,East New York,Private room,2,3,0.22,4,353,1,85
Manhattan,Upper East Side,Private room,2,122,2.95,1,77,1,99
Brooklyn,Williamsburg,Private room,4,33,1.49,2,0,1,70
Queens,Whitestone,Private room,1,14,4.77,2,5,1,65
Brooklyn,Williamsburg,Entire home/apt,4,42,0.62,2,0,1,150
Manhattan,Midtown,Entire home/apt,30,0,,1,242,0,179
Queens,Jamaica,Private room,1,1,0.11,5,364,1,225
Manhattan,Midtown,Private room,3,2,0.14,1,2,1,400
Queens,Elmhurst,Private room,2,1,0.02,2,83,1,49
Brooklyn,Williamsburg,Private room,60,0,,2,0,0,50
Brooklyn,Bedford-Stuyvesant,Private room,2,6,3.6,3,365,1,100
Manhattan,Washington Heights,Private room,1,7,0.62,3,83,1,50
Manhattan,Tribeca,Private room,1,1,0.27,1,66,1,225
Manhattan,East Harlem,Private room,2,34,0.32,1,10,1,69
Manhattan,Harlem,Private room,1,0,,1,0,0,75
Brooklyn,Williamsburg,Private room,4,11,0.55,3,117,1,90
Brooklyn,Williamsburg,Entire home/apt,7,3,0.14,1,0,1,350
Brooklyn,Williamsburg,Entire home/apt,5,125,3.04,1,0,1,295
Manhattan,Upper West Side,Private room,1,12,0.27,1,0,1,75
Brooklyn,Bedford-Stuyvesant,Entire home/apt,4,54,1.14,1,0,1,101
Brooklyn,Williamsburg,Entire home/apt,4,3,0.44,1,4,1,210
Queens,Sunnyside,Private room,1,0,,1,0,0,59
Brooklyn,Greenpoint,Private room,6,48,2.31,1,43,1,92
Manhattan,Midtown,Entire home/apt,3,2,1.36,1,1,1,180
Brooklyn,Crown Heights,Entire home/apt,2,0,,1,0,0,200
Bronx,Port Morris,Private room,4,18,0.37,2,45,1,71
Manhattan,Chelsea,Entire home/apt,1,31,0.9,1,358,1,165
Brooklyn,Williamsburg,Private room,3,28,0.56,1,0,1,96
Brooklyn,Bushwick,Private room,2,1,0.68,4,354,1,95
Manhattan,Hell's Kitchen,Private room,1,134,4.96,2,176,1,99
Manhattan,Murray Hill,Entire home/apt,1,0,,1,364,0,346
Manhattan,Financial District,Entire home/apt,3,14,0.52,1,29,1,196
Queens,Long Island City,Private room,1,9,4.15,10,360,1,99
Brooklyn,Clinton Hill,Entire home/apt,3,0,,1,0,0,300
Manhattan,Harlem,Entire home/apt,30,17,0.42,1,157,1,150
Brooklyn,Williamsburg,Private room,2,43,3.04,2,0,1,75
Staten Island,Tompkinsville,Entire home/apt,1,24,1.82,2,87,1,161
Brooklyn,Williamsburg,Entire home/apt,3,24,1.05,1,14,1,217
Queens,Rosedale,Private room,1,45,6.75,1,277,1,65
Manhattan,Nolita,Private room,2,6,0.25,1,0,1,100
Manhattan,Harlem,Private room,2,7,0.37,1,0,1,35
Queens,Elmhurst,Shared room,1,15,2.78,3,236,1,19
Manhattan,Washington Heights,Entire home/apt,3,0,,1,34,0,99
Manhattan,Theater District,Private room,3,46,2.49,3,25,1,99
Brooklyn,Bushwick,Entire home/apt,4,123,1.76,2,18,1,89
Queens,Astoria,Private room,2,14,2.98,1,47,1,44
Brooklyn,Bushwick,Entire home/apt,3,46,1.07,3,217,1,375
Queens,St. Albans,Private room,2,3,0.4,2,105,1,70
Manhattan,Midtown,Entire home/apt,7,1,0.16,1,0,1,200
Manhattan,Kips Bay,Entire home/apt,30,0,,65,364,0,210
Manhattan,Chelsea,Entire home/apt,30,0,,87,273,0,179
Queens,Elmhurst,Shared room,1,4,0.42,3,179,1,65
Queens,Astoria,Entire home/apt,2,13,0.18,1,0,1,140
Manhattan,Harlem,Entire home/apt,90,7,0.28,1,90,1,110
Manhattan,Harlem,Entire home/apt,2,1,0.28,1,1,1,100
Brooklyn,Bedford-Stuyvesant,Private room,2,1,0.05,1,0,1,49
Manhattan,Harlem,Private room,2,129,2.5,1,89,1,116
Manhattan,East Harlem,Entire home/apt,5,13,2.48,3,8,1,99
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,50,2.16,1,96,1,100
Manhattan,Upper East Side,Entire home/apt,10,4,0.34,1,9,1,125
Queens,Cambria Heights,Private room,3,0,,2,365,0,55
Manhattan,Hell's Kitchen,Entire home/apt,1,0,,1,0,0,175
Manhattan,Lower East Side,Entire home/apt,3,47,1.33,1,39,1,150
Manhattan,Upper East Side,Entire home/apt,1,166,3.3,1,210,1,165
Queens,Arverne,Private room,1,0,,5,364,0,95
Brooklyn,Crown Heights,Entire home/apt,5,53,0.9,1,191,1,135
Brooklyn,Boerum Hill,Private room,5,0,,4,50,0,250
Manhattan,Washington Heights,Private room,2,28,0.4,2,327,1,80
Queens,College Point,Entire home/apt,7,13,0.73,1,0,1,120
Brooklyn,Boerum Hill,Entire home/apt,4,13,0.22,1,0,1,200
Manhattan,West Village,Entire home/apt,4,52,0.82,1,84,1,239
Brooklyn,East Flatbush,Shared room,1,23,0.74,2,364,1,50
Brooklyn,Gravesend,Private room,2,25,1.34,1,0,1,55
Manhattan,Washington Heights,Private room,2,1,0.34,1,35,1,45
Manhattan,Lower East Side,Private room,1,1,0.16,2,0,1,90
Staten Island,Great Kills,Private room,1,82,1.78,1,325,1,99
Brooklyn,Fort Hamilton,Private room,1,34,0.8,2,281,1,55
Brooklyn,Greenpoint,Private room,7,25,0.42,1,16,1,150
Brooklyn,Gravesend,Shared room,10,0,,12,0,0,28
Brooklyn,Flatbush,Private room,30,2,0.05,1,0,1,38
Manhattan,East Harlem,Shared room,1,7,0.21,1,179,1,95
Manhattan,Harlem,Private room,2,0,,1,124,0,35
Manhattan,Upper East Side,Private room,5,1,0.03,2,0,1,60
Brooklyn,Cypress Hills,Private room,4,8,1.33,1,58,1,34
Brooklyn,Williamsburg,Private room,30,13,0.86,6,255,1,125
Brooklyn,South Slope,Private room,2,23,0.45,3,363,1,85
Manhattan,West Village,Private room,1,0,,1,0,0,100
Brooklyn,Bushwick,Entire home/apt,2,20,2.28,1,364,1,160
Manhattan,Midtown,Entire home/apt,1,0,,2,0,0,200
Manhattan,Hell's Kitchen,Private room,1,12,1.19,1,89,1,100
Queens,Astoria,Private room,1,9,9.0,7,253,1,100
Manhattan,Chelsea,Entire home/apt,1,132,5.17,1,252,1,190
Manhattan,Financial District,Entire home/apt,30,0,,1,87,0,200
Brooklyn,Downtown Brooklyn,Entire home/apt,4,0,,2,102,0,285
Brooklyn,Williamsburg,Entire home/apt,2,6,1.5,1,2,1,150
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,3,88,2.76,1,248,1,110
Manhattan,East Village,Entire home/apt,4,3,0.47,1,75,1,399
Manhattan,Harlem,Entire home/apt,7,0,,1,178,0,200
Manhattan,Upper West Side,Entire home/apt,5,0,,1,0,0,200
Brooklyn,Crown Heights,Entire home/apt,1,1,0.02,1,0,1,100
Brooklyn,Clinton Hill,Entire home/apt,15,0,,1,0,0,150
Manhattan,Upper East Side,Entire home/apt,7,0,,1,365,0,150
Brooklyn,Flatbush,Private room,2,3,3.0,1,2,1,69
Manhattan,East Village,Entire home/apt,2,7,3.28,2,78,1,190
Queens,Long Island City,Private room,3,26,0.41,2,307,1,72
Brooklyn,Williamsburg,Entire home/apt,2,36,1.44,1,85,1,185
Brooklyn,Williamsburg,Entire home/apt,3,0,,1,0,0,150
Manhattan,East Harlem,Private room,3,7,0.11,1,310,1,90
Manhattan,Hell's Kitchen,Private room,4,117,2.44,2,162,1,100
Manhattan,East Village,Entire home/apt,60,11,0.15,1,311,1,165
Manhattan,Washington Heights,Entire home/apt,3,0,,1,0,0,150
Manhattan,East Village,Entire home/apt,1,9,1.49,1,319,1,399
Brooklyn,Columbia St,Private room,1,51,2.89,1,6,1,63
Manhattan,Chelsea,Private room,1,0,,3,0,0,86
Brooklyn,Flatbush,Entire home/apt,90,0,,1,49,0,120
Brooklyn,Williamsburg,Private room,1,0,,1,0,0,100
Brooklyn,Flatbush,Private room,2,5,0.53,2,86,1,88
Brooklyn,Williamsburg,Private room,5,5,0.11,1,0,1,68
Brooklyn,Williamsburg,Entire home/apt,1,0,,1,0,0,189
Manhattan,Upper East Side,Entire home/apt,1,0,,1,0,0,160
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,0,,3,226,0,400
Manhattan,Civic Center,Entire home/apt,30,0,,1,331,0,172
Manhattan,Harlem,Private room,2,57,5.9,2,13,1,57
Manhattan,Hell's Kitchen,Entire home/apt,5,3,0.08,1,0,1,90
Manhattan,Chelsea,Private room,1,5,1.0,1,158,1,88
Manhattan,Little Italy,Private room,3,0,,1,0,0,64
Manhattan,Harlem,Private room,2,15,0.7,9,116,1,69
Manhattan,Midtown,Entire home/apt,4,10,3.03,1,297,1,220
Manhattan,East Village,Entire home/apt,4,3,0.08,1,0,1,199
Manhattan,West Village,Private room,2,3,0.85,2,0,1,125
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,44,3.11,1,135,1,99
Manhattan,Roosevelt Island,Private room,2,29,0.74,1,321,1,79
Manhattan,East Village,Private room,3,64,2.58,1,224,1,100
Queens,Flushing,Private room,1,30,2.66,9,353,1,95
Brooklyn,Williamsburg,Entire home/apt,3,14,0.33,1,0,1,215
Brooklyn,Clinton Hill,Entire home/apt,3,1,0.03,1,0,1,117
Manhattan,West Village,Entire home/apt,4,0,,1,0,0,220
Brooklyn,Greenpoint,Entire home/apt,2,4,0.16,1,322,1,250
Manhattan,West Village,Entire home/apt,2,4,2.4,1,22,1,180
Brooklyn,Bedford-Stuyvesant,Private room,2,27,1.12,2,40,1,89
Manhattan,East Village,Private room,2,7,0.79,1,89,1,110
Bronx,Fordham,Private room,3,0,,10,75,0,58
Queens,Ridgewood,Private room,7,3,0.09,3,0,1,42
Manhattan,Nolita,Private room,7,3,0.09,1,0,1,109
Manhattan,Harlem,Entire home/apt,1,36,4.62,2,301,1,250
Brooklyn,Bedford-Stuyvesant,Private room,5,0,,10,356,0,40
Brooklyn,Crown Heights,Entire home/apt,6,15,0.94,1,32,1,77
Brooklyn,Bushwick,Entire home/apt,5,27,0.57,1,0,1,220
Queens,Ridgewood,Private room,21,0,,1,0,0,40
Manhattan,Upper East Side,Private room,3,35,2.22,1,162,1,99
Brooklyn,Bedford-Stuyvesant,Private room,10,0,,1,0,0,45
Manhattan,Harlem,Entire home/apt,4,26,0.45,1,14,1,110
Brooklyn,Sunset Park,Entire home/apt,5,8,0.23,1,0,1,359
Queens,Ridgewood,Entire home/apt,2,2,0.24,1,5,1,120
Brooklyn,Bedford-Stuyvesant,Private room,1,6,0.13,10,158,1,65
Manhattan,Midtown,Entire home/apt,300,0,,1,365,0,140
Queens,Jamaica Hills,Private room,1,4,0.17,1,0,1,50
Manhattan,Kips Bay,Entire home/apt,30,0,,232,268,0,287
Brooklyn,Carroll Gardens,Private room,2,0,,1,0,0,45
Manhattan,Harlem,Private room,5,0,,2,0,0,70
Queens,Ridgewood,Private room,7,0,,1,89,0,20
Brooklyn,Crown Heights,Private room,30,7,0.15,2,318,1,35
Brooklyn,Bushwick,Private room,5,1,0.02,1,169,1,65
Queens,Astoria,Entire home/apt,98,0,,1,0,0,71
Queens,Woodhaven,Private room,1,0,,8,352,0,37
Brooklyn,Williamsburg,Private room,2,24,1.18,2,53,1,65
Queens,Howard Beach,Entire home/apt,1,42,1.97,1,220,1,100
Brooklyn,Bedford-Stuyvesant,Private room,3,4,0.33,7,109,1,100
Brooklyn,Gowanus,Entire home/apt,5,36,0.53,1,224,1,130
Brooklyn,Williamsburg,Entire home/apt,31,0,,1,195,0,112
Manhattan,Upper West Side,Entire home/apt,7,28,0.37,1,333,1,170
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,1,0.16,1,0,1,175
Manhattan,Chelsea,Entire home/apt,30,11,1.91,1,275,1,350
Queens,Flushing,Private room,30,0,,1,87,0,57
Manhattan,Gramercy,Entire home/apt,3,7,0.11,1,0,1,180
Brooklyn,Williamsburg,Private room,3,0,,1,0,0,65
Manhattan,Civic Center,Entire home/apt,1,0,,1,0,0,150
Brooklyn,East Flatbush,Private room,3,10,0.91,3,123,1,75
Brooklyn,Williamsburg,Private room,31,0,,1,0,0,80
Manhattan,Harlem,Entire home/apt,4,0,,1,0,0,100
Manhattan,Theater District,Entire home/apt,30,11,0.18,1,363,1,200
Manhattan,Chelsea,Entire home/apt,2,134,4.17,1,70,1,180
Brooklyn,East New York,Private room,1,29,1.17,4,319,1,25
Brooklyn,Crown Heights,Entire home/apt,2,4,0.16,1,0,1,73
Brooklyn,Carroll Gardens,Entire home/apt,1,1,0.65,1,34,1,125
Brooklyn,Flatbush,Entire home/apt,20,0,,1,0,0,70
Manhattan,Upper West Side,Entire home/apt,2,1,0.02,1,0,1,190
Brooklyn,Williamsburg,Entire home/apt,3,41,2.94,1,235,1,250
Bronx,Mott Haven,Private room,1,30,6.38,2,333,1,60
Brooklyn,Bedford-Stuyvesant,Private room,14,26,0.42,1,285,1,105
Brooklyn,Sheepshead Bay,Private room,1,4,2.26,8,359,1,65
Manhattan,Upper East Side,Entire home/apt,30,10,0.34,34,277,1,110
Manhattan,Upper West Side,Entire home/apt,3,1,0.02,1,0,1,175
Queens,Elmhurst,Entire home/apt,5,31,0.64,2,64,1,120
Brooklyn,Sheepshead Bay,Entire home/apt,7,0,,1,342,0,179
Queens,Ridgewood,Entire home/apt,14,1,0.01,5,365,1,140
Manhattan,Chinatown,Entire home/apt,1,2,0.2,4,191,1,400
Manhattan,Hell's Kitchen,Private room,1,1,0.02,2,0,1,125
Manhattan,East Village,Entire home/apt,8,6,0.14,1,0,1,120
Manhattan,Upper East Side,Private room,30,3,0.08,9,342,1,65
Brooklyn,Bedford-Stuyvesant,Shared room,30,0,,10,324,0,32
Manhattan,Harlem,Entire home/apt,3,57,1.51,1,175,1,259
Manhattan,Harlem,Private room,1,1,0.81,1,0,1,77
Manhattan,Upper West Side,Private room,1,51,3.88,4,39,1,90
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,26,2.39,1,69,1,200
Manhattan,Washington Heights,Private room,3,3,0.41,1,82,1,90
Manhattan,Nolita,Entire home/apt,3,5,0.38,1,0,1,200
Queens,Astoria,Entire home/apt,2,0,,1,0,0,125
Brooklyn,Bushwick,Private room,14,3,0.21,2,64,1,55
Brooklyn,Williamsburg,Private room,14,0,,1,0,0,65
Manhattan,Tribeca,Entire home/apt,30,0,,232,342,0,350
Brooklyn,East Flatbush,Entire home/apt,1,183,7.65,1,120,1,85
Brooklyn,Bedford-Stuyvesant,Shared room,1,35,2.92,17,78,1,21
Brooklyn,Crown Heights,Private room,5,2,0.04,1,0,1,80
Manhattan,Theater District,Entire home/apt,30,0,,232,306,0,330
Brooklyn,Crown Heights,Private room,1,9,5.4,2,173,1,85
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1,2,0.07,1,0,1,76
Brooklyn,Bedford-Stuyvesant,Private room,4,7,0.31,1,2,1,48
Manhattan,Hell's Kitchen,Entire home/apt,3,13,0.23,1,0,1,375
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,30,0,,1,0,0,200
Queens,Sunnyside,Shared room,1,41,2.48,3,145,1,30
Manhattan,Washington Heights,Private room,2,26,8.48,1,280,1,32
Brooklyn,Flatbush,Private room,1,19,1.57,2,98,1,45
Manhattan,Chelsea,Entire home/apt,2,10,1.46,1,271,1,299
Brooklyn,Bedford-Stuyvesant,Shared room,5,110,1.49,4,0,1,35
Manhattan,West Village,Entire home/apt,60,1,0.05,1,0,1,80
Brooklyn,Crown Heights,Private room,3,5,0.13,1,0,1,49
Manhattan,Chelsea,Entire home/apt,30,0,,232,320,0,291
Brooklyn,Bushwick,Private room,2,1,0.04,1,0,1,37
Brooklyn,Greenpoint,Private room,2,0,,1,0,0,140
Manhattan,Midtown,Entire home/apt,3,0,,1,0,0,400
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,225,3.7,1,254,1,149
Manhattan,Harlem,Private room,3,0,,1,0,0,68
Manhattan,Flatiron District,Entire home/apt,14,4,0.06,1,5,1,350
Queens,Flushing,Private room,1,7,0.95,5,85,1,55
Queens,East Elmhurst,Entire home/apt,1,8,5.45,1,49,1,80
Brooklyn,Prospect Heights,Entire home/apt,2,5,0.11,1,0,1,175
Queens,Jamaica,Private room,1,0,,18,362,0,165
Queens,Sunnyside,Private room,2,19,1.95,6,356,1,65
Manhattan,Harlem,Private room,1,0,,1,0,0,46
Brooklyn,Bushwick,Private room,2,21,2.31,1,57,1,60
Brooklyn,Fort Greene,Entire home/apt,2,20,0.49,1,0,1,124
Manhattan,East Harlem,Private room,1,20,6.0,3,357,1,120
Brooklyn,Williamsburg,Entire home/apt,1,4,0.18,3,201,1,360
Brooklyn,Flatbush,Entire home/apt,6,2,0.11,1,202,1,100
Manhattan,Murray Hill,Entire home/apt,29,0,,327,365,0,202
Manhattan,Lower East Side,Private room,1,0,,1,0,0,75
Queens,Ridgewood,Entire home/apt,2,0,,1,0,0,275
Manhattan,Hell's Kitchen,Private room,7,6,0.73,47,357,1,55
Manhattan,Battery Park City,Entire home/apt,30,0,,12,280,0,250
Manhattan,Upper East Side,Private room,2,49,4.06,3,358,1,110
Brooklyn,Bedford-Stuyvesant,Entire home/apt,5,28,2.28,1,32,1,85
Brooklyn,Greenpoint,Private room,1,4,0.09,1,0,1,60
Brooklyn,Bedford-Stuyvesant,Entire home/apt,3,27,1.58,7,319,1,150
Manhattan,Harlem,Private room,25,3,1.17,1,24,1,59
Brooklyn,Bushwick,Private room,20,0,,1,0,0,50
Queens,Flushing,Private room,1,2,2.0,1,365,1,70
Manhattan,Harlem,Private room,20,0,,1,42,0,50
Brooklyn,Clinton Hill,Entire home/apt,4,21,0.33,2,31,1,219
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,5,28,1.71,1,347,1,110
Brooklyn,Prospect Heights,Entire home/apt,3,1,1.0,1,89,1,249
Manhattan,Upper West Side,Entire home/apt,30,0,,1,0,0,183
Brooklyn,Bedford-Stuyvesant,Private room,1,1,1.0,3,127,1,68
Manhattan,Upper West Side,Private room,3,7,0.83,2,0,1,97
Brooklyn,Clinton Hill,Private room,2,10,0.22,1,22,1,95
Manhattan,Washington Heights,Private room,2,118,2.93,1,283,1,70
Manhattan,Hell's Kitchen,Entire home/apt,1,5,5.0,1,124,1,275
Manhattan,Midtown,Entire home/apt,1,1,1.0,1,277,1,145
Brooklyn,Crown Heights,Entire home/apt,3,11,0.42,2,0,1,160
Queens,Astoria,Entire home/apt,5,2,0.07,2,0,1,150
Manhattan,Financial District,Private room,1,0,,1,0,0,100
Brooklyn,Borough Park,Private room,3,0,,1,363,0,55
Brooklyn,Bedford-Stuyvesant,Private room,2,7,0.46,1,0,1,45
Bronx,Clason Point,Private room,2,0,,7,349,0,75
Manhattan,Lower East Side,Private room,3,86,1.82,3,99,1,120
Manhattan,Washington Heights,Shared room,1,51,2.99,3,365,1,25
Manhattan,Upper West Side,Private room,3,191,2.61,1,207,1,95
Brooklyn,Williamsburg,Private room,3,247,2.65,2,117,1,64
Manhattan,Hell's Kitchen,Private room,1,152,2.42,2,237,1,68
Queens,Astoria,Private room,5,0,,1,362,0,150
Manhattan,Morningside Heights,Entire home/apt,5,29,0.75,1,102,1,194
Bronx,Concourse,Entire home/apt,3,40,3.79,2,280,1,80
Queens,Astoria,Entire home/apt,2,16,0.31,1,0,1,90
Brooklyn,Bushwick,Private room,11,21,0.4,1,134,1,70
Manhattan,Harlem,Private room,3,6,0.17,1,0,1,75
Queens,East Elmhurst,Private room,1,0,,1,36,0,65
Manhattan,Harlem,Private room,2,0,,1,0,0,88
Manhattan,Inwood,Private room,2,4,0.15,1,0,1,55
Brooklyn,Crown Heights,Private room,1,0,,1,342,0,65
Queens,Ditmars Steinway,Entire home/apt,4,3,0.1,1,0,1,60
Brooklyn,Bushwick,Private room,4,1,0.38,1,0,1,65
Manhattan,Chelsea,Entire home/apt,2,45,1.9,1,90,1,250
Brooklyn,Park Slope,Entire home/apt,1,145,1.76,2,257,1,160
Brooklyn,Bushwick,Private room,2,5,0.22,2,0,1,85
Brooklyn,Midwood,Private room,2,26,0.54,1,362,1,49
Queens,Astoria,Entire home/apt,2,0,,1,282,0,250
Queens,Ridgewood,Private room,2,0,,1,0,0,50
Brooklyn,Bedford-Stuyvesant,Private room,2,3,0.12,1,0,1,32
Brooklyn,Bushwick,Private room,2,4,1.0,1,61,1,60
Brooklyn,Windsor Terrace,Entire home/apt,3,0,,1,0,0,200
Brooklyn,Clinton Hill,Entire home/apt,2,45,0.98,1,0,1,100
Brooklyn,Williamsburg,Private room,2,14,1.89,2,14,1,60
Manhattan,Harlem,Entire home/apt,3,50,1.5,3,351,1,375
Bronx,Norwood,Private room,1,10,4.76,1,271,1,51
Queens,Elmhurst,Private room,2,188,3.75,2,2,1,85
Brooklyn,Bedford-Stuyvesant,Private room,2,1,0.03,4,189,1,200
Brooklyn,Greenpoint,Private room,2,101,2.75,1,284,1,100
Brooklyn,Prospect Heights,Private room,1,204,4.82,13,324,1,45
Manhattan,East Village,Entire home/apt,30,0,,1,0,0,89
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,49,2.65,1,47,1,50
Brooklyn,Prospect Heights,Entire home/apt,30,66,1.78,2,159,1,201
Manhattan,Lower East Side,Entire home/apt,2,0,,1,0,0,130
Manhattan,Midtown,Entire home/apt,30,0,,121,352,0,239
Manhattan,Upper West Side,Entire home/apt,6,0,,1,0,0,200
Manhattan,Morningside Heights,Private room,1,0,,1,0,0,70
Manhattan,East Harlem,Private room,5,62,1.82,1,271,1,89
Queens,Ridgewood,Entire home/apt,30,0,,10,365,0,140
Manhattan,Inwood,Private room,1,2,0.1,1,0,1,40
Brooklyn,Gowanus,Entire home/apt,30,10,0.53,4,323,1,185
Brooklyn,Downtown Brooklyn,Entire home/apt,7,0,,1,0,0,123
Manhattan,Morningside Heights,Entire home/apt,1,23,1.37,1,3,1,145
Queens,Kew Gardens,Entire home/apt,6,3,0.12,1,36,1,150
Manhattan,West Village,Entire home/apt,3,38,2.79,1,100,1,125
Manhattan,Hell's Kitchen,Private room,1,59,5.25,12,194,1,115
Brooklyn,Fort Greene,Private room,2,112,1.3,2,12,1,100
Manhattan,Harlem,Entire home/apt,2,78,4.43,1,0,1,173
Manhattan,Midtown,Entire home/apt,3,28,1.93,12,0,1,339
Brooklyn,Williamsburg,Private room,1,0,,1,0,0,100
Brooklyn,Sunset Park,Private room,1,7,0.75,4,32,1,45
Manhattan,Financial District,Private room,2,4,0.27,1,0,1,80
Manhattan,Murray Hill,Entire home/apt,3,6,0.93,2,22,1,129
Brooklyn,Greenpoint,Entire home/apt,3,30,0.32,28,56,1,199
Brooklyn,Williamsburg,Entire home/apt,5,3,0.51,1,5,1,162
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,3,1.5,1,117,1,250
Manhattan,Hell's Kitchen,Private room,1,14,3.62,12,241,1,105
Staten Island,West Brighton,Private room,2,12,0.43,3,279,1,89
Manhattan,Greenwich Village,Entire home/apt,4,2,0.53,1,148,1,215
Brooklyn,Park Slope,Entire home/apt,3,2,0.1,1,0,1,160
Brooklyn,Bedford-Stuyvesant,Private room,1,1,0.08,1,0,1,80
Brooklyn,Bedford-Stuyvesant,Private room,3,15,0.8,1,0,1,50
Brooklyn,Bedford-Stuyvesant,Private room,1,3,0.11,2,0,1,60
Manhattan,East Village,Private room,2,0,,1,0,0,250
Manhattan,Lower East Side,Private room,1,178,4.16,3,79,1,65
Queens,Ridgewood,Entire home/apt,6,96,2.96,2,48,1,94
Queens,St. Albans,Entire home/apt,3,82,1.37,2,359,1,325
Brooklyn,Bushwick,Private room,5,0,,1,0,0,60
Queens,Richmond Hill,Private room,1,16,0.53,1,361,1,33
Brooklyn,Gowanus,Private room,1,38,2.85,17,337,1,139
Brooklyn,Bensonhurst,Private room,2,1,0.03,4,179,1,79
Manhattan,Financial District,Private room,7,3,0.15,1,0,1,45
Brooklyn,East New York,Private room,1,6,0.28,3,333,1,45
Queens,Flushing,Private room,1,9,0.69,4,57,1,60
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,4,0.05,1,0,1,90
Manhattan,East Harlem,Private room,30,4,0.08,9,311,1,45
Brooklyn,Greenpoint,Entire home/apt,30,8,0.37,1,183,1,115
Brooklyn,Bushwick,Private room,1,0,,1,0,0,50
Manhattan,Financial District,Entire home/apt,30,2,0.23,1,0,1,131
Manhattan,Financial District,Entire home/apt,2,1,0.68,327,357,1,228
Brooklyn,Flatbush,Entire home/apt,5,3,0.31,2,231,1,120
Manhattan,Midtown,Entire home/apt,1,0,,2,360,0,250
Manhattan,Murray Hill,Entire home/apt,1,2,0.32,1,0,1,150
Bronx,Hunts Point,Private room,14,18,0.68,4,332,1,45
